TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.cs362.dominion.Card,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,82,0.3,2,36,148,111416,1488149761794,0.6111111111111112,111111111111111111111111111111111111111111111111111110011111111111111111100000000001100000001100000001100000001100000111000000001100111100100011000000101100011111,0.6075949367088608,1111111111111111111111111111111111111000000000000000000000000000011111111110100,1.0,1111,0,0,4,1,0.678082191780822,11111111111111111111111111111111111111111111111111111111111111111111111111111111111110111000000000000000000000000000000000000000000010111111111001,0.6326530612244898,1011100010011110110011011111101100110110110111010,1.0,1111111111111,1.0,1111111111111,0.6075949367088608,1111111111111111111111111111111111111000000000000000000000000000011111111111000
